http://zasshi.news.yahoo.co.jp/article?a=20140725-00010000-bjournal-ent
Word	TFIDF
メディア	0.002755536213764308
記事	0.0023094688221709007
最終	0.0011547344110854503
でしょ	0.0035559371151037363
立て続け	0.0035559371151037363
殺到	0.0035559371151037363
理由	0.005511072427528616
1970	0.0035559371151037363
選手	0.0035559371151037363
記者	0.0035559371151037363
後半	0.0035559371151037363
所持	0.0035559371151037363
しかし	0.0035559371151037363
担当	0.002755536213764308
活発	0.0035559371151037363
ミニ	0.002755536213764308
世間	0.007111874230207473
!	0.004618937644341801
縮小	0.002755536213764308
(	0.0023094688221709007
いくつか	0.0035559371151037363
25	0.0023094688221709007
)	0.0023094688221709007
Facebook	0.0011547344110854503
うるさく	0.0035559371151037363
疑い	0.0035559371151037363
1	0.005511072427528616
0	0.005511072427528616
7	0.0023094688221709007
紙	0.0011547344110854503
5	0.006861995102811985
つつ	0.0022873317009373282
思い出し	0.0035559371151037363
案内	0.002755536213764308
:	0.0011547344110854503
かなり	0.0035559371151037363
考え	0.001955135312424879
いる	0.002617855410218297
傾向	0.0035559371151037363
抗議	0.007111874230207473
常識	0.0035559371151037363
さして	0.0035559371151037363
これ	0.001955135312424879
出	0.0035559371151037363
薬物	0.014223748460414945
企業	0.0035559371151037363
機能	0.0011547344110854503
時代	0.007111874230207473
レコード	0.002755536213764308
でも	0.0035559371151037363
法子	0.007111874230207473
しまっ	0.002755536213764308
検索	0.0023094688221709007
テレビ局	0.007111874230207473
女	0.002755536213764308
リアルタイム	0.0011547344110854503
視聴	0.01066781134531121
中	0.002617855410218297
すでに	0.0035559371151037363
スポンサー	0.01066781134531121
書	0.0035559371151037363
経済	0.0035559371151037363
”	0.0022873317009373282
あまりに	0.002755536213764308
率	0.0035559371151037363
“	0.0022873317009373282
です	0.008921584797587397
ニュース	0.005773672055427252
済ん	0.0035559371151037363
歌手	0.009149326803749313
でし	0.0035559371151037363
方法	0.0011547344110854503
サイゾー	0.002755536213764308
…	0.0013089277051091485
敏感	0.0035559371151037363
配信	0.003464203233256351
違反	0.0035559371151037363
MUSIC	0.0035559371151037363
サイト	0.0022873317009373282
画面	0.0035559371151037363
明らか	0.0022873317009373282
異常	0.0035559371151037363
了解	0.0035559371151037363
10	0.0045746634018746565
られ	0.0022873317009373282
いく	0.001955135312424879
あれ	0.0035559371151037363
でき	0.002755536213764308
ある	0.0045746634018746565
いき	0.002755536213764308
あり	0.002755536213764308
※	0.0014869307995978992
先読み	0.0011547344110854503
いう	0.0016974637751105493
好み	0.0011547344110854503
起こっ	0.0035559371151037363
女優	0.0035559371151037363
化	0.0035559371151037363
彼女	0.0035559371151037363
実績	0.0035559371151037363
男	0.002755536213764308
便利	0.0011547344110854503
あっ	0.0022873317009373282
確実	0.0035559371151037363
チャート	0.007111874230207473
パック	0.0011547344110854503
届け	0.002755536213764308
痛い	0.0035559371151037363
80	0.0035559371151037363
あえて	0.0035559371151037363
使い	0.0035559371151037363
ラジオ	0.0035559371151037363
犯罪	0.0035559371151037363
指定	0.0011547344110854503
多少	0.0035559371151037363
例えば	0.0035559371151037363
ひとつぶ	0.0035559371151037363
報告	0.002755536213764308
バラエティ	0.0035559371151037363
誤算	0.0035559371151037363
?	0.0011547344110854503
この	0.0022873317009373282
ヒット	0.002755536213764308
たり	0.01066781134531121
PR	0.0011547344110854503
トピックス	0.0011547344110854503
意識	0.0011547344110854503
ため	0.0011547344110854503
SHOWER	0.0035559371151037363
Twitter	0.0011547344110854503
その他	0.0011547344110854503
今	0.006861995102811985
家	0.002755536213764308
読み込み	0.0013089277051091485
漫画	0.002755536213764308
BS	0.0035559371151037363
法	0.0035559371151037363
サクサク	0.0011547344110854503
Yahoo	0.004618937644341801
年代	0.01066781134531121
部	0.0023094688221709007
後	0.0016974637751105493
電車	0.0011547344110854503
購読	0.0011547344110854503
得	0.0011547344110854503
毎日	0.0023094688221709007
ジャパン	0.0035559371151037363
忘れ去ら	0.0035559371151037363
変わら	0.0035559371151037363
性	0.0035559371151037363
利用	0.0011547344110854503
禊	0.0035559371151037363
アプリデータ	0.0011547344110854503
データ	0.0011547344110854503
現在	0.0011547344110854503
顔	0.0035559371151037363
