http://zasshi.news.yahoo.co.jp/article?a=20140725-00010001-realsound-musi
Word	TFIDF
グラマラス	0.0014608356459581764
弾き語り	0.0014608356459581764
見	0.001132018197874711
最終	9.487666034155598E-4
ロブ	0.002921671291916353
作詞	0.002921671291916353
降り	0.0014608356459581764
終了	0.001132018197874711
港	0.0014608356459581764
メッセージ	0.0014608356459581764
最高	0.002921671291916353
爪痕	0.0014608356459581764
FINAL	0.0014608356459581764
!	0.0014231499051233396
上空	0.0014608356459581764
(	9.487666034155598E-4
)	9.487666034155598E-4
ボーカル	0.0014608356459581764
-	0.002921671291916353
HIMURO	0.0014608356459581764
3	0.001132018197874711
2	0.0014608356459581764
1	0.001132018197874711
魅せる	0.0014608356459581764
観	0.001132018197874711
7	0.0014231499051233396
5	9.39672321163058E-4
言わ	0.002264036395749422
:	4.743833017077799E-4
出会い	0.0014608356459581764
代表	0.0014608356459581764
YOU	0.0014608356459581764
レコード	0.001132018197874711
使用	0.001132018197874711
同郷	0.0014608356459581764
とき	0.0014608356459581764
KYOSUKE	0.0014608356459581764
曲	0.005660090989373555
スマデバ	0.0014608356459581764
構える	0.0014608356459581764
グリーン	0.0014608356459581764
です	6.108548730795924E-4
サイゾー	0.001132018197874711
飾る	0.002921671291916353
エンジニア	0.002921671291916353
好み	4.743833017077799E-4
悪天候	0.004382506937874529
かみさん	0.004382506937874529
多く	0.002921671291916353
本人	0.001132018197874711
松本	0.0014608356459581764
本当に	0.003396054593624133
デビュー	0.002921671291916353
説明	0.001132018197874711
己	0.0014608356459581764
ANGEL	0.004382506937874529
だろ	0.003396054593624133
ちょうど	0.0014608356459581764
つもり	0.0014608356459581764
?	4.743833017077799E-4
ANTHOLOGY	0.0014608356459581764
たら	0.0014608356459581764
置い	0.0014608356459581764
都市	0.0014608356459581764
意識	4.743833017077799E-4
頃	0.0014608356459581764
ため	4.743833017077799E-4
リベンジ	0.002921671291916353
だっ	0.014608356459581763
Twitter	4.743833017077799E-4
対比	0.0014608356459581764
行なわ	0.0014608356459581764
冴え	0.0014608356459581764
部	9.487666034155598E-4
カスタム	0.002921671291916353
出し	0.0014608356459581764
Sun	0.0014608356459581764
つい	0.001132018197874711
不安	0.0014608356459581764
アプリデータ	4.743833017077799E-4
現在	9.487666034155598E-4
データ	4.743833017077799E-4
冬将軍	0.0014608356459581764
時	0.0018975332068311196
TOUR	0.0014608356459581764
言う	0.0014608356459581764
立つ	0.0014608356459581764
ジェラルド	0.0014608356459581764
立ち	0.0014608356459581764
移り住ん	0.0014608356459581764
言え	0.001132018197874711
言える	0.0014608356459581764
抱い	0.002921671291916353
！	0.001879344642326116
WANT	0.0014608356459581764
うごめく	0.0014608356459581764
ボーカリスト	0.008765013875749059
会社	0.0014608356459581764
抱え	0.0014608356459581764
的	0.001606401499582491
袖	0.0014608356459581764
無効	4.743833017077799E-4
過ぎ	0.0014608356459581764
）	9.487666034155598E-4
近く	0.0014608356459581764
（	9.487666034155598E-4
当時	0.001132018197874711
者	6.108548730795924E-4
こちら	4.743833017077799E-4
通称	0.0014608356459581764
揃っ	0.0014608356459581764
ミュージシャン	0.0014608356459581764
：	0.002264036395749422
稲妻	0.0014608356459581764
聴こえ	0.0014608356459581764
包ま	0.002921671291916353
紹介	0.002264036395749422
撃ち抜く	0.0014608356459581764
写真	0.0012217097461591849
普通	0.0014608356459581764
耳	0.0014608356459581764
過る	0.0014608356459581764
EDEN	0.0014608356459581764
力試し	0.0014608356459581764
IEM	0.0014608356459581764
有効	4.743833017077799E-4
ユーザー	0.0014608356459581764
感謝	0.002264036395749422
支える	0.0014608356459581764
近づい	0.0014608356459581764
思える	0.0014608356459581764
OF	0.0014608356459581764
正反対	0.0014608356459581764
気持ち	0.002921671291916353
という	0.004382506937874529
目	0.0014608356459581764
くれる	0.002921671291916353
柄	0.0014608356459581764
印象	0.002921671291916353
光景	0.0014608356459581764
辞める	0.0014608356459581764
囲ま	0.0014608356459581764
しっとり	0.0014608356459581764
なく	0.004528072791498844
