sports	http://rss.dailynews.yahoo.co.jp/fc/science/rss.xml
economics	http://rss.dailynews.yahoo.co.jp/fc/economy/rss.xml
science	http://rss.dailynews.yahoo.co.jp/fc/science/rss.xml
computer	http://rss.dailynews.yahoo.co.jp/fc/computer/rss.xml
entertainment	http://rss.dailynews.yahoo.co.jp/fc/entertainment/rss.xml
